success,path_length,travel_time,planning_ms,mean_curvature,max_curvature,smoothness,min_static_clearance,min_dynamic_clearance,scene,split,difficulty,method,footprint_collisions
0,40.76999999999998,180.0,10.665958001482068,0.4046859115527421,0.40558721647824947,0.00022545148220024986,0.004350975116698317,1.6221009205390107,25,test,moderate,Greedy+APF,1598
0,1.5974999999999935,3.5,241.38400000083493,0.266528742257136,0.40558721647824947,0.01192903577877229,0.22353862134025207,11.087962055654728,25,test,moderate,RCRA*+DWA,35
0,15.832221058760908,42.7,0.4319580002629664,0.3057419162997472,0.40558721647824947,0.009171587454547587,0.031524953601978815,6.142523835874101,25,test,moderate,A*+UA,120
0,41.04000000000002,180.0,2.391042002273025,0.40378460662723487,0.40558721647824947,0.0002254514822002513,0.002406776521768635,3.289841314813419,25,test,moderate,RCRA*+UA (Ours),1218
0,0.08999999999999986,0.1,1248.2390420009324,0.0,0.0,0,0.3999999999999999,21.529514625276626,26,test,hard,A*+DWA,1
0,1.8449999999999995,8.200000000000001,2130.518292000488,0.4055872164782494,0.40558721647824947,0.0,0.3999999999999999,21.499412466378956,26,test,hard,Hybrid A*+TEB,31
0,40.76999999999998,180.0,8.026167000934947,0.4046859115527421,0.40558721647824947,0.00022545148220024986,0.004350975116698317,9.953035934461475,26,test,hard,Greedy+APF,1428
0,0.08999999999999986,0.1,1341.7632909986423,0.0,0.0,0,0.3999999999999999,21.529514625276626,26,test,hard,RCRA*+DWA,1
0,62.85423229260751,180.0,2.8127090008638334,0.32846601610693005,0.40558721647824947,0.001627433582557201,0.024785065021015306,11.546152540677637,26,test,hard,A*+UA,547
0,40.99734637094285,180.0,10.749166001915,0.4035890352427069,0.40558721647824947,0.0009928105675880779,0.047694552946334776,11.009432837355172,26,test,hard,RCRA*+UA (Ours),990
0,1.0799999999999985,2.1,237.19137500302168,0.23176412370185678,0.40558721647824947,0.020279360823912473,1.5910284645878356,5.873027570678214,27,test,simple,A*+DWA,0
0,0.2699999999999993,0.30000000000000004,415.4582080009277,7.824388086247376e-16,1.2432035494856046e-15,6.216017747428023e-16,1.4877201283279242,6.376823599902239,27,test,simple,Hybrid A*+TEB,0
